rotation_x,rotation_y,rotation_z,acceleration_x,acceleration_y,acceleration_z
0.274284,0.0627308,-0.112141,0.0850793,-0.0729448,0.0793296
-0.147783,0.0278804,0.0265898,-0.000214696,-0.058324,0.120227
-0.240681,0.292982,0.0948705,-0.0355279,-0.0676059,0.0569006
0.160824,0.271379,0.17011,-0.00815576,0.00496572,-0.0368191
-0.386864,-0.132661,-0.0519848,0.0145687,0.0457515,-0.0966001
0.271512,-0.952514,-1.09409,0.0912089,0.318253,-0.363433
0.46767,-1.79969,-2.19172,0.10947,0.221816,-0.143801
0.991914,-1.90222,-2.3677,0.1278,0.127858,0.154801
0.311956,-1.40167,-1.40262,0.116539,-0.237369,0.302148
0.241694,-0.537486,-0.557332,0.229118,-0.207377,0.275294
-0.392847,0.431436,0.258975,0.104216,-0.252764,0.210616
-0.144908,1.35926,1.0714,0.0823117,-0.186836,0.265103
-0.382755,1.99363,1.93642,0.114109,-0.0445693,0.0853937
-1.43053,1.476,1.97967,0.125094,0.086928,-0.144604
-0.59881,1.01023,1.90711,0.0526164,0.141398,-0.0757725
-0.797845,0.42613,1.34866,0.083562,0.151886,-0.0893992
-0.585474,0.0313485,0.207931,0.0428126,0.147562,-0.0301776
-0.315689,-0.069829,-0.349965,-0.0547187,0.0832973,-0.029679
0.0656336,-0.0296985,-0.211849,-0.0559748,0.0088259,-0.0232993
-0.039732,-0.0530717,-0.06097,0.00859123,-0.103407,-0.0389485
-0.219493,-0.206261,0.0816895,-0.00230348,-0.0381143,0.0170854
-0.261837,-0.0966001,0.0875142,-0.0319869,0.00267836,0.0166456
-0.43817,-0.148602,-0.00436801,-0.00115013,-0.00236997,-0.00974423
-0.508959,-0.129372,-0.0619335,-0.0166812,-0.0375111,-0.0314707
-0.723805,-0.0365951,-0.104076,-0.00462425,-0.0169853,-0.0195234
-1.31201,-0.0063806,-0.00905088,-0.0401636,-0.01149,0.0242017
-0.50488,0.423034,0.115302,-0.0625053,-0.00884295,0.110313
-0.551525,0.149492,0.155733,0.00316632,-0.0376057,-0.0632715
-0.00636271,0.0522803,-0.0564188,-0.0230104,0.0525597,0.00147057
0.835859,0.0410071,-0.0393763,-0.0245155,0.0271345,-0.00218523
3.12203,-0.0245131,-0.151531,-0.0171568,0.0412383,0.0142735
1.64364,-0.0724193,-0.0279656,-0.0374662,-0.0830795,-0.00128245
-0.191291,0.047118,-0.158088,0.00765944,-0.0484679,0.0343965
0.167672,0.179915,-0.165929,-0.0124287,-0.0109296,0.059487
-0.412293,0.103661,-0.0214567,-0.00173795,-0.0785636,-0.0353123
0.134963,0.0404337,0.0801064,-0.00379324,0.0194043,-0.00245154
0.247651,0.014806,0.0610617,-0.008618,-0.000656396,0.016504
0.0357972,0.00218697,0.0533161,-0.0141426,-0.030799,0.00883508
-0.108459,-0.0850008,0.103169,-0.00852108,-0.0102262,-0.00109243
-0.0247893,-0.0850522,0.0645006,-0.0200666,-0.00160176,0.00329989
0.0511276,-0.0691343,0.0417903,-0.0219611,-0.00181782,0.00797081
0.070718,-0.0627596,0.0291561,-0.0108017,-0.00973251,0.0131993
0.0437612,-0.0467739,0.0202649,-0.0223804,-0.0173998,0.0148104
-0.054731,-0.0488304,0.0287903,-0.013014,-0.0110494,0.0137195
0.00176441,-0.0286408,0.00157091,-0.0180598,-0.0110905,0.012949
-0.0122769,-0.00947139,-0.00182203,-0.0185487,-0.0147613,0.0136846
-0.0350389,0.00119144,0.00219554,-0.0155671,-0.0168883,0.0087465
0.00843147,0.0139448,-0.0198018,-0.0127206,-0.00229365,0.00590342
-0.00323342,0.0437589,-0.0445974,-0.0225798,-0.00974125,0.0102111
0.111417,0.0490025,-0.0475803,-0.0127865,-0.00101379,0.0137861
0.096267,0.0617852,-0.0477673,-0.0117573,-0.0161198,0.0216819
-0.00681441,0.090589,-0.016848,-0.0164881,-0.0212946,0.0182919
-0.0157579,0.0820728,0.0119688,-0.00676131,-0.00881252,0.0091269
-0.0654879,0.0299509,0.0157414,-0.0205206,-0.00609088,-0.00298524
-0.0178552,0.0160812,0.0120151,-0.0210599,0.00676346,0.00383854
0.0506369,7.30557e-05,-0.0214553,-0.0255234,0.00494492,0.00301814
0.0160676,-0.00735487,-0.0239845,-0.0152333,-0.000305772,0.0130597
0.00435513,-0.0105312,-0.0412405,-0.00821161,-0.016288,0.0109479
-0.039317,-0.0243477,3.63933e-05,-0.0129659,-0.0207455,0.0116109
-0.136865,-0.0434488,0.0235684,-0.0172257,-0.0119147,0.00831676
-0.10429,-0.0370788,0.0100165,-0.0152841,0.00549656,0.0049324
0.0126939,-0.0116135,-0.0111699,-0.0195493,0.00047037,-0.00116515
0.0181784,-0.0456769,-0.0153538,-0.013687,-0.00896838,0.00765836
-0.0101108,-0.0360824,0.000373797,-0.00853336,-0.0205997,0.0161717
-0.0816529,-0.0349695,0.0166936,-0.0122786,-0.0177922,0.0155374
-0.0740659,0.00228442,0.0113915,-0.0183552,-0.0100318,0.00924146
-0.0371207,-0.0105228,-0.00425133,-0.00575805,-0.0034757,0.00131941
-0.00466187,0.0107519,-0.00817694,-0.0207169,-0.0139924,0.00711876
-0.0166216,0.00969465,-0.00188708,-0.0136716,-0.0119891,0.00596297
-0.0187283,0.0203453,-0.00834227,-0.0134771,-0.00629807,0.00586259
-0.00450229,0.0288576,-0.0253175,-0.0215099,-0.00549287,0.00384092
-0.00127852,0.00437023,-0.0209754,-0.0136935,-0.00544104,0.000708401
0.0224024,8.72109e-05,-0.010002,-0.00898969,-0.0157633,0.00886607
-0.0729845,-0.00942423,0.012488,-0.0143428,-0.0194848,0.0146686
-0.000544658,0.0277781,0.0100582,-0.0130116,-0.0157908,0.0122018
0.0513466,0.0692566,0.00739524,-0.020354,-0.0159939,0.0118657
0.121655,0.120298,0.000642742,-0.0197314,-0.010232,0.00390768
0.276723,0.173421,-0.0458329,-0.0309517,-0.00803202,0.00747925
0.208348,0.162813,-0.0209085,-0.0245167,-0.00805134,0.00968993
0.0569216,0.059665,-0.00753625,-0.000187755,-0.00329649,0.00692803
0.0374877,0.018173,-0.00663447,0.00762439,-0.00893837,0.00677848
