rotation_x,rotation_y,rotation_z,acceleration_x,acceleration_y,acceleration_z
0.0411578,-0.0335276,-0.0120674,-0.000653554,-0.0115224,0.0138378
0.0306516,-0.0292037,0.0124389,-0.0141884,-0.0128855,0.00162351
-0.024869,-0.0377391,-0.00587791,0.00644461,0.0126517,0.00479424
-0.0355558,-0.0110391,-0.0135706,-0.000716962,0.0022313,0.00848222
-0.0226453,-0.0313053,0.00904678,-0.000621792,0.00262201,-0.0122428
0.0156074,-0.0527266,-0.0066963,-0.00545703,0.0020467,-0.00499302
-0.0157128,-0.0998192,-0.0727528,-0.00902431,0.00234437,-0.000883341
-0.0182743,-0.142664,-0.140866,-0.00743332,0.0050233,-0.00164247
0.00160032,-0.155605,-0.201607,0.00678449,0.000870705,-0.000127316
-0.0579912,-0.190782,-0.185576,0.0163164,-0.00510299,0.0112768
-0.0242868,-0.170629,-0.252894,0.00412579,0.000978291,0.00845945
-0.012438,-0.0937029,-0.238388,-0.00283604,0.00326937,0.0492651
-0.0319221,0.0357676,-0.122841,0.00169868,0.0020951,0.0194969
-0.112438,0.0100193,-0.221273,-0.0137212,-0.0236273,-0.0151625
0.00522819,0.0431743,-0.147325,-0.0117389,-0.00719118,0.0165818
-0.0578748,0.0520077,-0.00978724,-0.00378854,0.0165048,0.00494242
-0.145487,0.108922,0.123071,-0.0225363,0.00844455,-0.0140511
-0.124974,0.056651,0.172635,-0.0049187,0.00441125,-0.0448816
-0.0382747,0.0460193,0.239274,-0.0144576,-0.0119866,-0.0244403
0.00572509,0.0845281,0.288335,-0.0572171,-0.049285,0.0299048
0.0589414,0.232928,0.265135,-0.160266,-0.0684258,0.0582218
0.101827,0.221536,0.488676,-0.127467,-0.0273083,0.019532
-0.285678,0.214452,0.546034,-0.00511251,-0.00389564,-0.00532216
-0.0972159,0.417955,0.327458,0.0559814,0.044319,0.0129424
-0.336751,0.35398,0.901802,0.240263,0.0563907,-0.0864973
-0.272117,0.406158,0.836531,0.172171,-0.00955054,0.0607038
-0.141832,0.786056,0.673219,0.138028,-0.00927895,0.0232204
-0.11703,0.715321,0.5509,0.0706496,0.00289357,0.0149254
-0.148761,0.534603,0.428013,-0.0167695,0.00159165,0.0420132
-0.538494,0.360879,0.484307,0.000526667,0.0296738,0.158649
-2.15822,0.906492,1.47798,0.0880861,-0.0255864,0.385319
-2.1008,1.48044,2.29718,0.182876,-0.0209232,0.112255
-1.30258,1.83567,1.75723,0.0955392,0.132667,-0.19288
-1.2022,1.40155,0.941987,-0.0634664,0.0359831,-0.130103
-0.0568403,1.06575,0.606547,-0.113273,0.0645063,-0.192374
-0.0187272,0.694412,0.242621,0.0623045,0.0908639,-0.188179
0.0921976,0.296115,-0.237319,0.0812688,0.0449152,-0.130208
-0.108724,-0.192003,-0.294741,0.0539897,-0.0402022,-0.0768666
0.0221891,-0.475175,-0.293482,0.0310225,-0.0202969,-0.0552284
0.098925,-0.632229,-0.276149,0.0432847,-0.00206411,-0.0142471
-0.0221639,-0.587925,-0.0386263,0.0234365,-0.0127998,0.0692438
0.0207683,-0.233277,-0.0183288,0.0114709,-0.00797337,0.0484288
