rotation_x,rotation_y,rotation_z,acceleration_x,acceleration_y,acceleration_z
-4.04469,1.91203,3.90709,0.652696,0.134515,0.267135
-2.00121,1.49057,4.4517,0.754782,0.449455,-0.249877
-0.12872,0.731492,2.44854,0.316299,0.688104,-0.257162
0.797738,0.283214,0.618254,0.172672,0.718355,-0.1228
-0.228651,-0.537777,-0.784207,-0.0601099,0.590718,-0.0696869
-0.290326,-0.473211,-2.37257,0.0385858,0.309635,0.12229
-0.925974,-0.0890374,-2.86465,0.282994,0.0666417,0.118806
0.97076,0.340476,-1.99062,0.152285,-0.060868,-0.137476
2.46761,0.279836,-0.591368,0.0959099,-0.270132,-0.00491905
1.98847,-0.423052,0.418945,0.20479,-0.217933,0.191708
-1.0057,-0.662192,0.424243,0.0554893,-0.443865,0.324146
-2.02679,0.0229638,0.842287,-0.0628899,-0.198466,0.134827
-1.03874,0.125333,1.77808,0.136454,0.114057,0.0111803
0.722912,0.514698,1.62616,0.052785,0.281865,-0.186492
0.995016,0.263575,0.468469,-0.00876361,0.118398,-0.105124
-0.835383,-0.327938,-0.167072,0.0907217,0.146989,-0.170208
0.284765,-0.331769,-0.651132,-0.116052,0.164639,-0.206571
0.486761,-0.251328,-0.377374,-0.105571,-0.102623,-0.0874447
-0.353083,0.178906,-0.275398,-0.0999301,-0.0208705,-0.0819402
0.678822,0.465882,-0.0404692,-0.0235927,0.0687043,-0.145422
0.653093,0.159774,-0.395443,0.14851,-0.0439787,-0.111452
0.0333701,-0.305927,-0.642625,0.0239987,-0.130869,-0.0521112
0.833261,0.0429389,-0.5468,0.0954527,0.00654706,0.032702
0.510739,0.525586,-0.179316,0.0207106,-0.291115,0.0654668
-0.0890184,0.219861,0.0469304,0.106861,0.282009,-0.157402
-0.0404167,-0.43367,-1.03206,0.00996304,0.048747,-0.0680962
-0.360468,-0.0878108,-1.30795,-0.317942,-0.0436046,0.110759
-0.851009,0.0208019,-0.495265,-0.0875845,-0.0731096,-0.00292856
-0.0279584,0.324087,-0.798657,-0.0275759,0.10827,0.0978488
0.805876,-0.222267,-0.113528,0.115495,-0.152157,-0.26539
0.256653,-0.129519,0.153062,0.17544,0.0584373,0.0760207
2.42181,-1.28249,0.264806,0.347967,-0.0706316,-0.141666
-1.84084,-0.911152,-0.585884,0.133139,0.101704,0.120499
-1.95178,0.0261425,-1.58176,-0.254352,0.0429984,0.258242
0.641369,-0.410551,-0.344777,-0.17877,-0.825857,0.0393596
-2.13929,-0.118296,0.0371746,-0.0249836,0.075978,0.147887
-1.32075,-0.0543183,-0.284983,-0.028619,0.0525179,0.120914
-1.47416,0.305734,-0.313536,-0.0942403,0.130411,-0.0650829
1.34172,0.569782,-0.202132,-0.206145,0.0412624,-0.392029
0.959056,0.144192,-0.0106225,0.0650496,0.112193,0.0111212
0.639371,-0.781253,0.245266,0.432031,0.312579,0.0320861
1.13601,-0.00544522,0.0155856,0.0354951,0.0731502,-0.199316
0.207998,-0.0640939,-0.327276,-0.118326,0.143595,0.0695363
-0.682755,-0.00850173,-0.686767,-0.132565,-0.240865,0.00869316
