rotation_x,rotation_y,rotation_z,acceleration_x,acceleration_y,acceleration_z
0.797019,-0.548478,0.216417,-0.0289738,-0.381199,-0.0655816
-2.24257,-1.21984,1.04064,0.22586,0.19383,0.00646502
-2.40732,-1.67628,0.792969,0.0102169,0.0881295,-0.0151555
0.352615,0.241246,-0.403657,-0.191924,-0.174529,-0.248533
-0.0932954,0.67612,-0.531017,-0.0509359,0.106925,0.107073
0.287065,0.375705,-0.508412,0.00991553,-0.0105376,-0.0364332
-0.492265,0.430636,-0.587547,0.000980631,-0.0385283,0.0506737
-0.388577,0.721474,-0.37963,-0.0374946,-0.0588773,0.0406533
-0.340104,0.512566,-0.0949532,0.0228161,0.0343621,-0.0220252
-0.286083,0.265715,-0.126274,0.00151384,0.0147788,0.0110642
-0.184064,0.118169,-0.158055,-0.00869103,-0.00785393,-0.00296336
0.108413,-0.222468,-0.573585,-0.0326307,0.0457943,-0.121247
-0.941814,-0.64331,-1.00965,-0.0800485,-0.145361,-0.12269
-0.683421,-0.375582,-1.12153,-0.168807,-0.104252,0.0148209
-0.236954,-0.110105,-0.60766,-0.155422,-0.167254,0.255265
-0.399667,0.256001,-0.232412,0.0921496,0.171368,0.103697
-2.42754,-0.178153,-0.762867,0.313151,0.417409,0.289731
1.0074,0.535516,-1.04846,0.393598,0.235956,-0.0703671
0.210957,-0.16769,-0.357729,0.0360815,-0.156643,-0.299498
0.61806,0.340902,0.500598,-0.0805138,-0.0769515,-0.00558037
2.5166,0.141642,-0.227159,-0.173646,0.643114,-0.0250351
0.54764,-0.236748,0.00190874,-0.0949504,-0.107964,0.0350319
0.861359,-0.329771,0.0870271,0.0157853,0.0848494,-0.0393689
0.0343781,-0.270135,0.235262,0.00993682,0.0383316,-0.0496439
-0.367621,-0.193021,0.1777,-0.117758,-0.0529001,-0.00473243
-0.372757,-0.15055,0.0278203,0.0127467,0.000326931,0.0182186
0.229793,-0.00483947,-0.0734385,0.016077,0.01472,0.020543
0.474331,0.0741674,0.00923544,-0.0375089,0.00447285,-0.0371281
-0.769455,-0.0253869,-0.0385823,0.0276013,-0.0504004,-0.00750387
-1.04855,-0.00197026,-0.207527,0.0479033,0.290013,-0.0182885
-2.68843,0.352904,-0.78438,-0.0625643,-0.0251182,0.179518
-2.07685,1.08605,-0.318864,-0.0917609,-0.37175,-0.0181569
-1.08348,1.11013,0.443299,0.0702049,0.107735,-0.132428
2.28179,0.379921,0.931817,0.0830841,-0.238386,0.0453635
-0.798964,-0.408695,0.0503371,-0.0828109,0.324512,-0.0987458
-0.470282,-0.753016,-0.0124433,0.0561613,-0.105645,-0.116614
-0.413905,-0.154673,0.0960741,-0.0558752,0.0809985,0.0612133
-0.376908,-0.300041,0.0597607,-0.0116677,0.000514328,-0.0149286
-0.167244,-0.537374,0.0407147,0.0153762,-0.0196273,0.0301227
0.379134,-0.452411,-0.00480172,-0.0215672,0.0435979,-0.0259104
0.130922,-0.596394,0.0165725,0.0611122,-0.0332744,0.0504462
0.169978,-0.552741,-0.0487404,-0.00887935,0.0254851,0.0368373
-0.0937857,-0.548128,0.0314438,-0.0551591,-0.068054,-0.0396822
-0.197776,-0.426168,0.0922331,-0.0419098,0.0161812,0.0100498
0.243056,-0.382795,0.0401791,0.0277451,0.0212121,0.00867021
0.248188,-0.389264,0.00818705,-0.00679043,0.00251603,0.00566798
-0.000671723,-0.245822,0.0736383,0.0140022,-0.00141037,0.00645393
0.0499082,-0.278067,-0.0178492,-0.0255229,-0.0256894,-0.0163046
0.348453,-0.154341,0.00490288,-0.0314933,-0.010059,-0.0106417
0.0564366,-0.0836493,-0.012675,-0.0310319,0.0360371,0.0077287
0.256194,0.131023,0.0529262,-0.00905579,0.0162205,0.00321561
0.118312,0.054104,-0.0122697,0.0191408,0.00156915,0.00772393
0.577405,0.200036,-0.0488916,-0.0043501,-0.078023,0.0137779
-0.342238,0.250898,-0.071897,-0.0350801,-0.0513319,-0.0109791
-0.625389,0.363335,-0.0362896,0.00385705,0.0071665,-0.00616926
-0.0150877,0.378826,-0.0768436,-0.00444457,-0.0190704,-0.00872695
0.016905,0.496293,-0.0828259,-0.0209846,0.00226849,-0.00179124
-0.116288,0.582905,-0.091367,0.0183789,-0.0247665,0.0055598
-0.224843,0.508261,-0.0635089,-0.0344788,0.00759119,0.0142336
-0.156742,0.603238,-0.0873754,-0.0225392,0.00878382,0.00174683
-0.084361,0.645883,-0.103408,-0.00610143,-0.0103713,0.0114416
