rotation_x,rotation_y,rotation_z,acceleration_x,acceleration_y,acceleration_z
-0.0172161,0.102921,-0.0517379,-0.0564319,-0.0259119,0.0276627
-0.00245698,0.000708233,-0.00543103,0.00289118,0.0150223,0.005557
0.0104737,0.00069543,-0.0010044,-0.00155908,-0.00233405,0.00356781
0.00290269,-0.00887636,-6.0685e-06,-0.00110793,-0.00194022,0.00640374
0.00512575,-0.0014291,-0.00641765,0.00173017,0.00254089,0.00582165
-0.0176943,-0.000345907,0.00403579,-0.000230193,-0.00251624,0.00528193
-0.166369,-0.00344689,0.0548145,-0.0139754,-0.0278515,0.00581211
-0.130874,-0.123786,0.188112,0.0158548,-0.0278374,0.019851
-0.0594546,-0.0418526,0.0721222,-0.0105112,-0.00960419,-0.0017159
-0.029512,0.0347957,-0.00683651,0.0049071,0.0054378,0.00664556
-0.040364,0.042248,-0.00376251,0.00244676,0.0751549,9.2864e-05
-0.0219592,0.00710799,-0.00244694,-0.00715062,0.00574508,0.00218284
0.0309549,-0.0142281,0.00673233,0.00129019,-0.00538662,0.024071
-0.0264065,0.0294598,0.00711348,0.00268643,0.0142385,0.000243485
0.0817336,-0.0536491,0.0148463,0.00160991,0.0232774,0.0123835
-0.0132312,0.0411662,-0.0130901,-0.00871083,-0.0133065,0.00477153
0.0418292,-0.00997235,0.000432501,-0.00357665,0.00344619,0.010015
0.0104564,-0.0152736,0.00222179,-0.00361332,-0.00189832,0.00433326
-0.00240624,0.00603128,-0.0107901,-0.0133603,-0.00613703,0.0316936
-0.0154298,-0.000351253,-0.00558283,-0.00681435,0.0027384,0.0165088
-0.0230303,-0.0131209,-0.00137422,0.0062056,-0.00744341,0.00694913
0.00811598,-0.00463347,0.0182428,-0.00605546,0.000208056,-0.0033201
0.0309441,-0.0706458,0.0132131,0.0127282,0.0160084,0.00146353
0.0103685,0.00601198,0.00862129,-0.0111473,-0.00562539,0.00445426
0.00601734,-0.0248507,0.0139624,0.00100961,-0.0136884,0.00524986
-0.0878528,0.0571874,-0.0139525,-0.00148809,-0.0165295,0.0055576
-0.0889441,0.0444163,-0.0118081,-0.00139149,-0.00884438,0.00556821
-0.0535094,0.0124431,0.0153851,0.00124024,0.0363816,0.00173163
-0.0857226,0.0444127,-0.00963095,-0.0167106,-0.0413932,0.0011031
-0.0575191,0.0209725,-0.0157161,0.00326586,0.00263196,0.0037322
-0.011145,-0.00567446,-0.00124185,0.0037612,-0.00693394,0.00536656
0.00712958,-0.0216601,0.0107562,0.00287876,0.000218533,0.00572765
-0.0328705,-0.00460133,0.00814115,0.000830129,0.00258227,0.00148761
-0.036167,0.0135011,0.0113043,-0.00291748,-0.00141675,0.00408143
0.0424292,0.00172325,0.0453959,0.00165491,-0.00195248,0.00525504
0.150633,0.0122892,0.0380444,0.00435233,0.00597979,0.00434148
0.276313,0.0206929,0.117623,-0.0192365,0.0464603,0.00794768
-0.0453411,-0.0663415,0.0690985,-0.0246649,0.0199553,0.015954
-0.0907824,-0.0247991,0.0674648,0.00104198,-0.0180585,0.00292587
-0.059076,-0.016302,0.0335476,0.000392973,-0.0172629,0.00174224
-0.151537,-0.0215633,0.0860493,0.000825867,-0.0209252,0.0004825
-0.433882,-0.078893,0.308829,-0.0139551,0.00747857,-0.00473148
-1.02908,0.184572,-0.087912,0.018239,0.165673,0.0538859
-3.20571,0.0244479,-0.399375,0.0245134,-0.102479,-0.0314511
-0.592713,-0.00412616,-0.228403,-0.0321146,-0.10033,-0.00384712
-0.137262,-0.0577355,-0.0347454,-0.00555061,0.130716,0.0630892
0.637703,0.116262,-0.0154297,-0.0189767,-0.0106702,-0.00576651
0.597781,-0.0050859,0.0913086,0.013252,-0.00777176,0.0119827
0.222268,-0.0303604,0.120276,-0.0104314,-0.0139593,-0.00575316
-0.0911868,-0.0311663,0.00322701,0.00232497,-0.0170169,-0.00374365
-0.564953,-0.0127018,-0.0899626,-0.0041291,-0.0176593,0.00210166
-0.0488129,0.0326732,-0.022058,-0.00539775,-0.00581744,0.0041008
-0.0222096,-0.0216411,0.0243442,-0.00194016,-0.00321314,0.00852871
0.144191,0.0122908,0.0336831,-0.0067974,0.00200614,0.00582582
0.124516,0.000595009,0.0548916,-0.00113681,-0.0120786,-0.000551403
0.202065,-0.00159679,0.084684,0.00495237,0.00497973,0.0177304
0.448714,-0.0869618,0.18714,0.00255355,0.00669181,0.00407028
-0.31947,-0.173668,0.131411,0.00865522,-0.0341716,-0.0139468
-0.609413,0.0160707,-0.0808564,0.00300559,-0.025086,-0.00417793
-0.126252,0.034875,-0.062547,-0.00746952,-0.00274035,0.00797164
0.982235,0.00211871,-0.0670974,0.00486925,0.0177495,-0.00842077
0.0191026,-0.0216713,0.00339131,0.00633191,-0.0167885,-0.010896
-0.552662,0.0106942,-0.0266703,-0.00471978,-0.0317017,0.00757909
-0.195922,0.0253314,-0.0172899,0.00227514,0.00358394,0.00905293
-0.118254,-0.0173113,0.00504495,0.000701919,-0.00747114,0.000251532
-0.00687147,0.0124165,0.00199965,-0.000172019,-0.011558,-0.00159562
-0.00141689,0.00921836,-0.00222061,-0.00279146,-0.00974652,0.000334859
-0.00795836,0.00815367,0.00305522,-0.00172116,-0.00672898,0.00545299
-0.0143267,0.0220052,-0.00987219,-0.000956684,-0.00668702,0.00124407
-0.00786337,0.0145398,-0.0065904,-0.00199953,-0.00762597,0.00219101
-0.0176214,0.0070983,-0.00347712,0.00275664,-0.0133607,0.00225389
-0.0121167,-0.00248129,-0.0119679,-0.000415891,-0.00531054,0.00237024
-0.0122073,-0.00141865,-0.00340384,-0.00288875,-0.00561666,0.00251937
-0.0230368,-0.0290881,0.000783328,0.00113347,-0.00645936,0.00243503
-0.040327,-0.0386558,0.000596516,-0.00643477,-0.0106394,-0.000310302
-0.00897217,0.0188019,-0.00446065,-0.00625531,-0.00783151,-0.00137979
-0.00240116,0.013477,-0.0118756,-0.00496612,-0.00147533,0.00376511
0.0318642,0.00173156,0.0217134,-0.00313051,-0.00430498,0.00446349
0.000667867,-0.0131419,0.00745845,0.00171857,-0.0089761,0.00260866
-0.0198756,-0.0141872,0.00723183,-0.00531867,-0.00958511,-0.000596464
-0.00346713,0.020928,-0.0140384,0.000792995,-0.00686285,0.00362289
-0.00130209,0.0177358,-0.0140072,-0.00154944,-0.00214046,0.00446528
0.0178008,-0.00251495,0.0226305,-0.000435501,-0.00522691,0.00398129
-0.0154875,-0.0429338,0.00409314,0.00352953,-0.0092625,0.00462663
-0.0295377,0.0188144,-0.00255496,-0.00575739,-0.0128474,-0.00429225
-0.0346237,0.0230837,-0.033668,0.00195187,-0.00805208,0.00544024
0.0146854,-0.0088915,0.0108299,0.00111572,-0.00834748,0.00307322
0.0168148,-0.0206033,0.0151485,0.00074777,-0.00736123,0.0046407
-0.015505,-0.0365476,0.00515695,-0.00577235,-0.0107352,0.00116372
-0.00235393,0.057116,-0.0204918,-0.00272912,-0.00860512,0.000314891
-0.00122671,0.0209298,-0.0215061,-0.000364125,-7.01249e-05,0.0075891
0.0199998,-0.0174152,0.020533,-0.00120839,-0.00618869,0.00689727
0.00494718,-0.0131421,0.0117949,-0.00164951,-0.00912416,0.00336593
-0.0185165,0.0220073,-0.0227738,-0.000235587,-0.00995681,0.00316256
-0.002323,0.0347739,-0.0215255,0.000299141,-0.00845501,0.00487167
-0.000295416,0.00283034,-0.0054153,0.00207491,-0.00603503,0.00642186
-0.00800946,-0.0397567,0.0127295,0.000120699,-0.00802678,0.00257492
0.000710016,0.00175707,0.00208433,-0.00336252,-0.0108407,0.00145358
-0.000235761,0.0102832,-0.0118463,-0.00155063,-0.00548238,0.00549781
0.00286792,-0.0280467,0.00535512,-0.00106576,-0.00400609,0.0023362
0.00282368,-0.00675544,0.00747812,-0.00485204,-0.00634515,0.00123978
-0.00790311,-0.00354916,-0.00120879,-0.00147693,-0.00550923,0.00513983
0.000686616,-0.00888623,0.00530949,-0.00048098,-0.00921118,0.0034188
-0.00357086,-0.000355617,-0.00222967,0.000273034,-0.00819069,0.00205672
-0.00139058,-0.00568481,-0.00327746,0.00023815,-0.00792634,0.0033989
-0.0014296,0.000697192,-7.71573e-05,-0.000871852,-0.00852025,0.000460863
-0.0100433,-0.00354672,-0.00337408,-0.000917271,-0.00609472,0.00363278
-0.00682751,-0.00781361,-0.000128716,-0.000890851,-0.009247,0.00115824
-0.00465416,0.00389352,-0.00225829,-0.000592723,-0.00756499,0.00443685
-0.00248343,-0.00568243,-0.00221678,-0.00152513,-0.00793993,0.00139964
-0.00457465,0.0028303,-0.00975214,0.000667185,-0.00340953,0.00301272
-0.00466858,-0.00462028,-0.000105457,-0.000342488,-0.00610009,0.00432551
-0.00148997,-0.00675259,0.00635775,0.000494078,-0.00573862,0.0048424
0.000709945,0.00069752,0.00209165,-0.00246663,-0.00557363,0.00302899
-0.0121466,0.00602929,-0.00984109,-0.00160055,-0.00969493,0.00338531
-0.00252338,0.00176342,0.00098168,-0.00320798,-0.00530681,0.00453424
-0.00250485,0.00601997,-0.00116611,-0.00214608,-0.00601703,0.00262547
-0.00252587,0.00389389,0.000981503,-0.00225186,-0.00494647,0.00253189
-0.00353904,0.0145394,-0.00653788,0.000348672,-0.00555533,0.00476366
0.00290411,0.0134718,-0.00217743,-0.000756383,-0.00544512,0.00403124
0.000696061,0.00282864,0.00316324,0.00203428,-0.00513706,0.00409383
0.00396447,-0.00889029,0.00213135,0.000754699,-0.00769591,0.00296825
0.0157854,0.0060104,0.00761469,0.000315681,-0.00797063,0.00202328
-0.000323823,-0.0131392,-0.00111892,-0.000273079,-0.00401643,0.00595725
-0.00356574,-0.00249745,-0.00224394,-0.00225922,-0.00817776,0.000857115
-0.00363349,-0.00355614,0.00419004,-0.0027912,-0.00535968,0.00424272
0.00507614,-0.00675706,-0.00106483,-0.00222556,-0.00376269,0.00223762
