rotation_x,rotation_y,rotation_z,acceleration_x,acceleration_y,acceleration_z
-0.123578,0.0986679,0.335971,-0.0921348,0.473406,0.0578671
-0.234107,0.201944,-0.516665,-0.0180921,0.401873,-0.0802042
-0.556218,-0.0426677,-1.26206,0.395309,0.25877,-0.0723916
1.19487,-0.121558,-2.24758,0.0409584,0.0407053,-0.141356
-0.17419,-0.741018,-2.17176,0.217652,-0.38843,0.0260229
-0.544347,-0.684969,-0.822994,0.0379647,-0.397057,-0.0415754
-0.248301,-0.216461,0.888869,-0.0424057,-0.416114,0.0348181
-0.248789,0.263304,2.18926,0.00816584,-0.196806,0.0143981
0.281925,0.648047,2.52638,0.0502095,0.103471,-0.0573936
0.862034,0.628788,1.53823,0.0685098,0.42632,-0.187585
0.851383,0.386752,-0.042614,0.0594084,0.443531,-0.234213
0.276499,-0.282687,-1.32577,0.0732523,0.277072,-0.0970283
0.35967,-0.404666,-2.01702,-0.0102184,0.0418577,0.0458182
0.934054,-0.370723,-1.29496,0.216906,0.0224789,0.187249
0.47973,-0.226316,-1.37773,0.0160634,-0.174321,0.303824
0.315248,0.0349175,-1.11079,0.0339088,-0.287441,0.247165
-0.169933,0.255235,0.0537806,-0.00409418,-0.325439,0.155244
0.181954,0.627838,1.31238,0.101651,-0.204004,0.00351775
1.48475,0.98077,2.11738,0.358797,-0.0132227,-0.112824
-0.158051,-0.201802,1.36884,-0.00441551,-0.000240773,-0.118132
-2.33969,-0.290518,0.394305,-0.0157579,0.0963076,0.133283
-1.30469,-0.125015,0.802047,-0.14955,0.389969,-0.0813658
2.71418,0.498194,0.351485,-0.11626,0.464371,-0.05713
1.24678,0.281323,-0.908029,-0.0196444,0.235829,-0.0835692
1.39854,0.0393431,-1.16553,0.0262058,0.0946782,0.00134242
0.94356,0.0610448,-1.16951,0.060746,-0.0379294,0.0379098
0.768193,0.168421,-0.927253,0.285527,-0.14635,0.113695
1.01047,0.191408,-0.505526,-0.0413054,-0.203312,0.0984623
0.377698,0.0515704,-0.112731,0.0258734,-0.199899,0.152469
-1.48393,-0.39534,0.0744476,0.070405,-0.113466,0.309418
