rotation_x,rotation_y,rotation_z,acceleration_x,acceleration_y,acceleration_z
-1.63917,0.284315,3.12617,0.247445,-0.00539905,0.232093
-1.01531,0.299,2.20171,0.211107,0.394773,0.174702
-1.03933,0.256831,0.675703,0.0266105,0.368043,0.122471
-1.36463,0.43279,0.330279,-0.0906883,0.38831,0.0917057
-0.95654,0.763585,0.154696,-0.0473728,0.409569,-0.0638584
-2.72087,0.170056,-0.66025,-0.0159656,0.135487,-0.251195
-2.24919,-0.120812,-0.961913,0.0346468,0.329485,-0.25158
1.52401,-0.0385474,-0.481313,0.287599,0.192858,-0.439874
1.19557,-0.60025,-0.868874,-0.160269,-0.0445498,-0.314634
0.536416,-1.33212,-0.844569,0.237198,-0.161869,0.123366
-0.451311,-0.802356,-0.854142,-0.0559546,-0.138963,0.184285
1.04388,0.170359,-0.190381,-0.101196,-0.169169,0.233602
1.33666,0.596898,0.207617,-0.111372,-0.276947,0.0446955
-0.904885,0.653767,0.706811,-0.0791641,-0.256861,0.0230557
-1.24613,1.06154,1.34711,0.0186052,-0.0253086,-0.158831
-2.89063,0.504089,0.651271,0.722786,0.10581,-0.529331
1.29444,-0.654682,-0.597883,0.040545,0.302376,-0.0980823
1.68459,-0.604993,-0.37401,-0.13912,-0.0127102,-0.0108554
0.80408,-0.0605249,0.116578,-0.143885,0.108291,0.0902132
0.769897,0.0118694,0.172867,-0.125953,0.135947,0.136696
0.603294,0.0887635,-0.345186,-0.0552701,0.149986,0.162673
0.172892,-0.00454157,-0.541627,-0.00278354,-0.00581369,0.0837288
-1.59481,-0.219298,-0.656737,-0.0292847,-0.166038,0.061725
-1.61893,0.247647,0.778355,0.331916,-0.042246,-0.0555722
0.756364,0.0704352,0.116973,-0.229828,0.0230429,-0.20751
0.743548,-0.423473,0.149441,0.107103,0.0264243,0.00547111
0.580586,0.10576,-0.139881,-0.174264,0.0164895,0.0872986
0.659216,0.360111,-0.134955,-0.165759,0.016991,0.0741091
1.03142,0.731291,0.0155752,-0.103135,0.0145683,-0.0232048
-2.84978,0.0583786,-0.628401,0.149501,-0.0568452,-0.387431
0.729404,-0.304197,-0.0607081,0.168209,0.0961047,-0.158091
3.28911,-0.293296,-0.0713255,-0.0766948,-0.0849366,0.117923
-0.0958814,-0.232347,0.261801,0.147765,-0.0210397,0.115209
-0.390468,-0.240521,-0.211569,-0.170506,0.00706393,0.130057
-0.547043,-0.273455,-0.0227256,-0.145094,-0.0721579,0.135188
-0.963631,0.0588045,0.591097,0.120995,-0.0401805,0.149611
-1.64294,0.0465508,0.508461,0.234959,0.0390829,0.0826066
-1.16978,0.0494632,0.243997,-0.0909144,0.0846602,-0.0721146
-0.145962,-0.236493,-0.0160732,-0.0739894,0.0441917,-0.116012
-1.29755,-0.447318,-0.623159,-0.184627,-0.0877534,-0.0457886
-0.652734,0.100241,0.0174672,-0.211959,-0.0942082,-0.0842601
-0.265574,0.483016,0.598593,-0.136125,-0.10075,-0.215317
0.0985953,0.589079,1.02661,0.132673,0.0595809,-0.213417
0.778581,0.27575,0.558161,0.438846,0.364222,-0.254862
2.08286,-0.288057,-0.436191,-0.0296223,0.181799,-0.221485
1.75658,-0.824336,-0.308726,0.0347332,0.111911,-0.102327
0.545106,-1.17567,-0.760029,-0.0115023,0.0199624,0.158781
0.0507647,-1.01883,-0.760431,-0.0277445,-0.021309,0.315792
-0.332771,-0.575786,-0.526441,-0.0455438,-0.0997391,0.390094
-1.08785,-0.144177,-0.334135,-0.00577992,-0.209291,0.387181
-1.22764,0.748663,1.05641,0.319105,-0.236798,0.229384
-1.08674,1.00721,1.10379,-0.0675691,-0.11381,-0.173729
-0.391042,0.29044,0.619854,0.150141,-0.053402,-0.0441602
0.3548,0.152667,0.248331,-0.0654545,0.170016,-0.143436
0.303969,0.172983,0.0400162,-0.105717,-0.0258943,-0.142653
